"Statistic Label","Quarter","Sex","Education Attainment Level","Age Group","UNIT","VALUE"
"Employment rate","2019Q4","Female","Levels of Education (Levels  0-8)","50 - 54 years","%","69.2"
"Employment rate","2019Q4","Female","Levels of Education (Levels  0-8)","55 - 59 years","%","62.9"
"Employment rate","2019Q4","Female","Levels of Education (Levels  0-8)","60 - 64 years","%","46.1"
"Employment rate","2019Q4","Female","Less than primary (Level 0)","All ages","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2019Q4","Female","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","All ages","%","36.8"
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","38.4"
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%",""
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","37.6"
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","36.5"
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","43.6"
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","41.2"
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","40.9"
"Employment rate","2019Q4","Female","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","31.9"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","64.3"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","59.2"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","67.2"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","66.9"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","63.6"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","65.5"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","65.8"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","70.9"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","67.9"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","66.2"
"Employment rate","2019Q4","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","53.2"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","All ages","%","81.8"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","20 - 24 years","%","82.7"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","25 - 29 years","%","87.1"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","25 - 54 years","%","84.1"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","30 - 34 years","%","84.8"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","35 - 39 years","%","85"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","40 - 44 years","%","82.8"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","45 - 49 years","%","83"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","50 - 54 years","%","81.4"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","55 - 59 years","%","75"
"Employment rate","2019Q4","Female","Tertiary education (Levels 5-8)","60 - 64 years","%","55"
"Employment rate","2019Q4","Female","Level of education - not stated","All ages","%","63"
"Employment rate","2019Q4","Female","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","25 - 29 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","25 - 54 years","%","71.4"
"Employment rate","2019Q4","Female","Level of education - not stated","30 - 34 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","35 - 39 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","40 - 44 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","45 - 49 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","50 - 54 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2019Q4","Female","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","All ages","%","75.1"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","20 - 24 years","%","62.9"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","25 - 29 years","%","80.1"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","25 - 54 years","%","80.2"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","30 - 34 years","%","82"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","35 - 39 years","%","79.6"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","40 - 44 years","%","80.4"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","45 - 49 years","%","81.4"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","50 - 54 years","%","77.7"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","55 - 59 years","%","69.4"
"Employment rate","2020Q1","Both sexes","Levels of Education (Levels  0-8)","60 - 64 years","%","54.5"
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","All ages","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","20 - 24 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","25 - 29 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","25 - 54 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","30 - 34 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","35 - 39 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","40 - 44 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","45 - 49 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","50 - 54 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","55 - 59 years","%",""
"Employment rate","2020Q1","Both sexes","Less than primary (Level 0)","60 - 64 years","%",""
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","All ages","%","52.6"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","20 - 24 years","%",""
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 29 years","%",""
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","25 - 54 years","%","56"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","30 - 34 years","%","49.9"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","35 - 39 years","%","50.5"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","40 - 44 years","%","55.3"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","45 - 49 years","%","61.2"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","50 - 54 years","%","59.8"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","55 - 59 years","%","55.2"
"Employment rate","2020Q1","Both sexes","Primary and lower secondary education (Levels 1-2)","60 - 64 years","%","46.5"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","All ages","%","71.1"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","20 - 24 years","%","59.4"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 29 years","%","76.2"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","25 - 54 years","%","76.5"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","30 - 34 years","%","76.2"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","35 - 39 years","%","74.4"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","40 - 44 years","%","77"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","45 - 49 years","%","78.7"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","50 - 54 years","%","76.9"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","55 - 59 years","%","69.6"
"Employment rate","2020Q1","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","60 - 64 years","%","56.3"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","All ages","%","85.9"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","20 - 24 years","%","82.8"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","25 - 29 years","%","86.8"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","25 - 54 years","%","88.2"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","30 - 34 years","%","90.2"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","35 - 39 years","%","87.7"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","40 - 44 years","%","87.2"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","45 - 49 years","%","89.1"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","50 - 54 years","%","87.9"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","55 - 59 years","%","81.7"
"Employment rate","2020Q1","Both sexes","Tertiary education (Levels 5-8)","60 - 64 years","%","62.8"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","All ages","%","72"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","20 - 24 years","%",""
"Employment rate","2020Q1","Both sexes","Level of education - not stated","25 - 29 years","%","73.6"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","25 - 54 years","%","77.4"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","30 - 34 years","%","79.3"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","35 - 39 years","%","81.8"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","40 - 44 years","%","76.3"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","45 - 49 years","%","79.1"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","50 - 54 years","%","73.2"
"Employment rate","2020Q1","Both sexes","Level of education - not stated","55 - 59 years","%",""
"Employment rate","2020Q1","Both sexes","Level of education - not stated","60 - 64 years","%",""
"Employment rate","2020Q1","Male","Levels of Education (Levels  0-8)","All ages","%","81.5"
"Employment rate","2020Q1","Male","Levels of Education (Levels  0-8)","20 - 24 years","%","64.3"
"Employment rate","2020Q1","Male","Levels of Education (Levels  0-8)","25 - 29 years","%","83.6"
"Employment rate","2020Q1","Male","Levels of Education (Levels  0-8)","25 - 54 years","%","86.9"
"Employment rate","2020Q1","Male","Levels of Education (Levels  0-8)","30 - 34 years","%","89.4"
"Employment rate","2020Q1","Male","Levels of Education (Levels  0-8)","35 - 39 years","%","87.1"
