"Statistic Label","Quarter","Sex","Age Group","Education Attainment Level","UNIT","VALUE"
"Unemployment rate","2022Q3","Male","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2022Q3","Female","All ages","Levels of Education (Levels  0-8)","%","4.8"
"Unemployment rate","2022Q3","Female","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q3","Female","All ages","Primary and lower secondary education (Levels 1-2)","%","10.9"
"Unemployment rate","2022Q3","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","6.1"
"Unemployment rate","2022Q3","Female","All ages","Tertiary education (Levels 5-8)","%","3.3"
"Unemployment rate","2022Q3","Female","All ages","Level of education - not stated","%",""
"Unemployment rate","2022Q3","Female","15 - 24 years","Levels of Education (Levels  0-8)","%","12.9"
"Unemployment rate","2022Q3","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q3","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q3","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","10.3"
"Unemployment rate","2022Q3","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q3","Female","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2022Q3","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","3.7"
"Unemployment rate","2022Q3","Female","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q3","Female","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q3","Female","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5.8"
"Unemployment rate","2022Q3","Female","25 - 54 years","Tertiary education (Levels 5-8)","%","2.6"
"Unemployment rate","2022Q3","Female","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2022Q3","Female","55 - 74 years","Levels of Education (Levels  0-8)","%","2.9"
"Unemployment rate","2022Q3","Female","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q3","Female","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q3","Female","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Unemployment rate","2022Q3","Female","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q3","Female","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Both sexes","All ages","Levels of Education (Levels  0-8)","%","4.1"
"Unemployment rate","2022Q4","Both sexes","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Both sexes","All ages","Primary and lower secondary education (Levels 1-2)","%","7.9"
"Unemployment rate","2022Q4","Both sexes","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.9"
"Unemployment rate","2022Q4","Both sexes","All ages","Tertiary education (Levels 5-8)","%","3"
"Unemployment rate","2022Q4","Both sexes","All ages","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%","9.1"
"Unemployment rate","2022Q4","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%","16.7"
"Unemployment rate","2022Q4","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","7.4"
"Unemployment rate","2022Q4","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q4","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","3.6"
"Unemployment rate","2022Q4","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%","7.6"
"Unemployment rate","2022Q4","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.6"
"Unemployment rate","2022Q4","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%","2.7"
"Unemployment rate","2022Q4","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%","3"
"Unemployment rate","2022Q4","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q4","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","3.3"
"Unemployment rate","2022Q4","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q4","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Male","All ages","Levels of Education (Levels  0-8)","%","4"
"Unemployment rate","2022Q4","Male","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Male","All ages","Primary and lower secondary education (Levels 1-2)","%","7.2"
"Unemployment rate","2022Q4","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.5"
"Unemployment rate","2022Q4","Male","All ages","Tertiary education (Levels 5-8)","%","2.8"
"Unemployment rate","2022Q4","Male","All ages","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Male","15 - 24 years","Levels of Education (Levels  0-8)","%","9.5"
"Unemployment rate","2022Q4","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q4","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","7.5"
"Unemployment rate","2022Q4","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q4","Male","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","3.4"
"Unemployment rate","2022Q4","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q4","Male","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.1"
"Unemployment rate","2022Q4","Male","25 - 54 years","Tertiary education (Levels 5-8)","%","2.6"
"Unemployment rate","2022Q4","Male","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Male","55 - 74 years","Levels of Education (Levels  0-8)","%","2.7"
"Unemployment rate","2022Q4","Male","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Male","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q4","Male","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Unemployment rate","2022Q4","Male","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q4","Male","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Female","All ages","Levels of Education (Levels  0-8)","%","4.3"
"Unemployment rate","2022Q4","Female","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Female","All ages","Primary and lower secondary education (Levels 1-2)","%","9.3"
"Unemployment rate","2022Q4","Female","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5.4"
"Unemployment rate","2022Q4","Female","All ages","Tertiary education (Levels 5-8)","%","3.1"
"Unemployment rate","2022Q4","Female","All ages","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Female","15 - 24 years","Levels of Education (Levels  0-8)","%","8.7"
"Unemployment rate","2022Q4","Female","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Female","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q4","Female","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","7.2"
"Unemployment rate","2022Q4","Female","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q4","Female","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Female","25 - 54 years","Levels of Education (Levels  0-8)","%","3.7"
"Unemployment rate","2022Q4","Female","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Female","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q4","Female","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","5.3"
"Unemployment rate","2022Q4","Female","25 - 54 years","Tertiary education (Levels 5-8)","%","2.9"
"Unemployment rate","2022Q4","Female","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2022Q4","Female","55 - 74 years","Levels of Education (Levels  0-8)","%","3.5"
"Unemployment rate","2022Q4","Female","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2022Q4","Female","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2022Q4","Female","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%",""
"Unemployment rate","2022Q4","Female","55 - 74 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2022Q4","Female","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2023Q1","Both sexes","All ages","Levels of Education (Levels  0-8)","%","4"
"Unemployment rate","2023Q1","Both sexes","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2023Q1","Both sexes","All ages","Primary and lower secondary education (Levels 1-2)","%","7.8"
"Unemployment rate","2023Q1","Both sexes","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.5"
"Unemployment rate","2023Q1","Both sexes","All ages","Tertiary education (Levels 5-8)","%","2.9"
"Unemployment rate","2023Q1","Both sexes","All ages","Level of education - not stated","%",""
"Unemployment rate","2023Q1","Both sexes","15 - 24 years","Levels of Education (Levels  0-8)","%","8.6"
"Unemployment rate","2023Q1","Both sexes","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2023Q1","Both sexes","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%","14.7"
"Unemployment rate","2023Q1","Both sexes","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","7.3"
"Unemployment rate","2023Q1","Both sexes","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2023Q1","Both sexes","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2023Q1","Both sexes","25 - 54 years","Levels of Education (Levels  0-8)","%","3.5"
"Unemployment rate","2023Q1","Both sexes","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2023Q1","Both sexes","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%","8.6"
"Unemployment rate","2023Q1","Both sexes","25 - 54 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.1"
"Unemployment rate","2023Q1","Both sexes","25 - 54 years","Tertiary education (Levels 5-8)","%","2.6"
"Unemployment rate","2023Q1","Both sexes","25 - 54 years","Level of education - not stated","%",""
"Unemployment rate","2023Q1","Both sexes","55 - 74 years","Levels of Education (Levels  0-8)","%","3"
"Unemployment rate","2023Q1","Both sexes","55 - 74 years","Less than primary (Level 0)","%",""
"Unemployment rate","2023Q1","Both sexes","55 - 74 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2023Q1","Both sexes","55 - 74 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","2.7"
"Unemployment rate","2023Q1","Both sexes","55 - 74 years","Tertiary education (Levels 5-8)","%","2.7"
"Unemployment rate","2023Q1","Both sexes","55 - 74 years","Level of education - not stated","%",""
"Unemployment rate","2023Q1","Male","All ages","Levels of Education (Levels  0-8)","%","4.3"
"Unemployment rate","2023Q1","Male","All ages","Less than primary (Level 0)","%",""
"Unemployment rate","2023Q1","Male","All ages","Primary and lower secondary education (Levels 1-2)","%","7.3"
"Unemployment rate","2023Q1","Male","All ages","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","4.7"
"Unemployment rate","2023Q1","Male","All ages","Tertiary education (Levels 5-8)","%","2.9"
"Unemployment rate","2023Q1","Male","All ages","Level of education - not stated","%",""
"Unemployment rate","2023Q1","Male","15 - 24 years","Levels of Education (Levels  0-8)","%","9"
"Unemployment rate","2023Q1","Male","15 - 24 years","Less than primary (Level 0)","%",""
"Unemployment rate","2023Q1","Male","15 - 24 years","Primary and lower secondary education (Levels 1-2)","%",""
"Unemployment rate","2023Q1","Male","15 - 24 years","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","%","7.5"
"Unemployment rate","2023Q1","Male","15 - 24 years","Tertiary education (Levels 5-8)","%",""
"Unemployment rate","2023Q1","Male","15 - 24 years","Level of education - not stated","%",""
"Unemployment rate","2023Q1","Male","25 - 54 years","Levels of Education (Levels  0-8)","%","3.9"
"Unemployment rate","2023Q1","Male","25 - 54 years","Less than primary (Level 0)","%",""
"Unemployment rate","2023Q1","Male","25 - 54 years","Primary and lower secondary education (Levels 1-2)","%","7.7"
