Year,Age Group,Sex,Education Attainment Level,NUTS 2 Region,Employment_Rate,Unemployment_Rate
2021,20 - 24 years,Both sexes,Level of education - not stated,Southern,,
2021,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,63.7,
2021,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Ireland,64.4,
2021,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,69.6,
2021,20 - 24 years,Both sexes,Levels of Education (Levels  0-8),Southern,62.9,
2021,20 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,20 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,20 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,20 - 24 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2021,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,78.9,
2021,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Ireland,75.7,
2021,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,77.4,
2021,20 - 24 years,Both sexes,Tertiary education (Levels 5-8),Southern,68.6,
2021,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,57.9,
2021,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,60.8,
2021,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,67.9,
2021,20 - 24 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,61.6,
2021,20 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,20 - 24 years,Female,Less than primary (Level 0),Ireland,,
2021,20 - 24 years,Female,Less than primary (Level 0),Northern and Western,,
2021,20 - 24 years,Female,Less than primary (Level 0),Southern,,
2021,20 - 24 years,Female,Level of education - not stated,Eastern and Midland,,
2021,20 - 24 years,Female,Level of education - not stated,Ireland,,
2021,20 - 24 years,Female,Level of education - not stated,Northern and Western,,
2021,20 - 24 years,Female,Level of education - not stated,Southern,,
2021,20 - 24 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,63.9,
2021,20 - 24 years,Female,Levels of Education (Levels  0-8),Ireland,64.2,
2021,20 - 24 years,Female,Levels of Education (Levels  0-8),Northern and Western,69.9,
2021,20 - 24 years,Female,Levels of Education (Levels  0-8),Southern,61.5,
2021,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,20 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,81.9,
2021,20 - 24 years,Female,Tertiary education (Levels 5-8),Ireland,78.7,
2021,20 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2021,20 - 24 years,Female,Tertiary education (Levels 5-8),Southern,72.2,
2021,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,54.5,
2021,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,56.7,
2021,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,57.1,
2021,20 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,,
2021,20 - 24 years,Male,Less than primary (Level 0),Ireland,,
2021,20 - 24 years,Male,Less than primary (Level 0),Northern and Western,,
2021,20 - 24 years,Male,Less than primary (Level 0),Southern,,
2021,20 - 24 years,Male,Level of education - not stated,Eastern and Midland,,
2021,20 - 24 years,Male,Level of education - not stated,Ireland,,
2021,20 - 24 years,Male,Level of education - not stated,Northern and Western,,
2021,20 - 24 years,Male,Level of education - not stated,Southern,,
2021,20 - 24 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,63.5,
2021,20 - 24 years,Male,Levels of Education (Levels  0-8),Ireland,64.7,
2021,20 - 24 years,Male,Levels of Education (Levels  0-8),Northern and Western,69.3,
2021,20 - 24 years,Male,Levels of Education (Levels  0-8),Southern,64.1,
2021,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2021,20 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,75.3,
2021,20 - 24 years,Male,Tertiary education (Levels 5-8),Ireland,71.6,
2021,20 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2021,20 - 24 years,Male,Tertiary education (Levels 5-8),Southern,63.9,
2021,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,61.0,
2021,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,64.3,
2021,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,70.8,
2021,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.8,
2021,25 - 29 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,25 - 29 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,25 - 29 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,25 - 29 years,Both sexes,Less than primary (Level 0),Southern,,
2021,25 - 29 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,25 - 29 years,Both sexes,Level of education - not stated,Ireland,,
2021,25 - 29 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,25 - 29 years,Both sexes,Level of education - not stated,Southern,,
2021,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,81.6,
2021,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Ireland,78.6,
2021,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,70.9,
2021,25 - 29 years,Both sexes,Levels of Education (Levels  0-8),Southern,76.9,
2021,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,25 - 29 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2021,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,91.1,
2021,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Ireland,89.0,
2021,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,80.0,
2021,25 - 29 years,Both sexes,Tertiary education (Levels 5-8),Southern,88.4,
2021,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,67.5,
2021,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,69.1,
2021,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,25 - 29 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,73.1,
2021,25 - 29 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,25 - 29 years,Female,Less than primary (Level 0),Ireland,,
2021,25 - 29 years,Female,Less than primary (Level 0),Northern and Western,,
2021,25 - 29 years,Female,Less than primary (Level 0),Southern,,
2021,25 - 29 years,Female,Level of education - not stated,Eastern and Midland,,
2021,25 - 29 years,Female,Level of education - not stated,Ireland,,
2021,25 - 29 years,Female,Level of education - not stated,Northern and Western,,
2021,25 - 29 years,Female,Level of education - not stated,Southern,,
2021,25 - 29 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,81.9,
2021,25 - 29 years,Female,Levels of Education (Levels  0-8),Ireland,75.6,
2021,25 - 29 years,Female,Levels of Education (Levels  0-8),Northern and Western,60.5,
2021,25 - 29 years,Female,Levels of Education (Levels  0-8),Southern,71.4,
2021,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,25 - 29 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,91.4,
2021,25 - 29 years,Female,Tertiary education (Levels 5-8),Ireland,87.5,
2021,25 - 29 years,Female,Tertiary education (Levels 5-8),Northern and Western,,
2021,25 - 29 years,Female,Tertiary education (Levels 5-8),Southern,82.0,
2021,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,
2021,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,63.5,
2021,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,
2021,25 - 29 years,Male,Less than primary (Level 0),Eastern and Midland,,
2021,25 - 29 years,Male,Less than primary (Level 0),Ireland,,
2021,25 - 29 years,Male,Less than primary (Level 0),Northern and Western,,
2021,25 - 29 years,Male,Less than primary (Level 0),Southern,,
2021,25 - 29 years,Male,Level of education - not stated,Eastern and Midland,,
2021,25 - 29 years,Male,Level of education - not stated,Ireland,,
2021,25 - 29 years,Male,Level of education - not stated,Northern and Western,,
2021,25 - 29 years,Male,Level of education - not stated,Southern,,
2021,25 - 29 years,Male,Levels of Education (Levels  0-8),Eastern and Midland,81.2,
2021,25 - 29 years,Male,Levels of Education (Levels  0-8),Ireland,81.5,
2021,25 - 29 years,Male,Levels of Education (Levels  0-8),Northern and Western,80.9,
2021,25 - 29 years,Male,Levels of Education (Levels  0-8),Southern,82.2,
2021,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Southern,,
2021,25 - 29 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,90.8,
2021,25 - 29 years,Male,Tertiary education (Levels 5-8),Ireland,90.6,
2021,25 - 29 years,Male,Tertiary education (Levels 5-8),Northern and Western,,
2021,25 - 29 years,Male,Tertiary education (Levels 5-8),Southern,95.8,
2021,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,69.2,
2021,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,73.4,
2021,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,75.3,
2021,25 - 54 years,Both sexes,Less than primary (Level 0),Eastern and Midland,,
2021,25 - 54 years,Both sexes,Less than primary (Level 0),Ireland,,
2021,25 - 54 years,Both sexes,Less than primary (Level 0),Northern and Western,,
2021,25 - 54 years,Both sexes,Less than primary (Level 0),Southern,,
2021,25 - 54 years,Both sexes,Level of education - not stated,Eastern and Midland,,
2021,25 - 54 years,Both sexes,Level of education - not stated,Ireland,,
2021,25 - 54 years,Both sexes,Level of education - not stated,Northern and Western,,
2021,25 - 54 years,Both sexes,Level of education - not stated,Southern,,
2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Eastern and Midland,,5.3
2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Ireland,,5.0
2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Northern and Western,,4.1
2021,25 - 54 years,Both sexes,Levels of Education (Levels  0-8),Southern,,5.2
2021,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,25 - 54 years,Both sexes,Primary and lower secondary education (Levels 1-2),Southern,,
2021,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Eastern and Midland,,3.9
2021,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Ireland,,3.7
2021,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Northern and Western,,
2021,25 - 54 years,Both sexes,Tertiary education (Levels 5-8),Southern,,3.6
2021,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,,7.6
2021,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Ireland,,6.7
2021,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,,
2021,25 - 54 years,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,,6.3
2021,25 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,,
2021,25 - 54 years,Female,Less than primary (Level 0),Ireland,,
2021,25 - 54 years,Female,Less than primary (Level 0),Northern and Western,,
2021,25 - 54 years,Female,Less than primary (Level 0),Southern,,
2021,25 - 54 years,Female,Level of education - not stated,Eastern and Midland,,
2021,25 - 54 years,Female,Level of education - not stated,Ireland,,
2021,25 - 54 years,Female,Level of education - not stated,Northern and Western,,
2021,25 - 54 years,Female,Level of education - not stated,Southern,,
2021,25 - 54 years,Female,Levels of Education (Levels  0-8),Eastern and Midland,,5.1
2021,25 - 54 years,Female,Levels of Education (Levels  0-8),Ireland,,4.8
2021,25 - 54 years,Female,Levels of Education (Levels  0-8),Northern and Western,,
2021,25 - 54 years,Female,Levels of Education (Levels  0-8),Southern,,4.2
2021,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,,
2021,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Ireland,,
2021,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,,
2021,25 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,,
2021,25 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,,3.1
2021,25 - 54 years,Female,Tertiary education (Levels 5-8),Ireland,,3.3
