Quarter,Sex,Education Attainment Level,Age Group,Employment_Rate,Unemployment_Rate,Long_term_Unemployment_Rate
2020Q4,Male,Tertiary education (Levels 5-8),All ages,87.6,4.9,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,13.1,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,53.2,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,70.8,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,82.9,6.0,2.5
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,81.2,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,86.4,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,88.8,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,87.2,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,80.1,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,76.5,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,63.0,,
2020Q4,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,75.3,6.8,2.4
2021Q1,Both sexes,Less than primary (Level 0),15 - 24 years,,,
2021Q1,Both sexes,Less than primary (Level 0),20 - 24 years,,,
2021Q1,Both sexes,Less than primary (Level 0),25 - 29 years,,,
2021Q1,Both sexes,Less than primary (Level 0),25 - 54 years,,,
2021Q1,Both sexes,Less than primary (Level 0),30 - 34 years,,,
2021Q1,Both sexes,Less than primary (Level 0),35 - 39 years,,,
2021Q1,Both sexes,Less than primary (Level 0),40 - 44 years,,,
2021Q1,Both sexes,Less than primary (Level 0),45 - 49 years,,,
2021Q1,Both sexes,Less than primary (Level 0),50 - 54 years,,,
2021Q1,Both sexes,Less than primary (Level 0),55 - 59 years,,,
2021Q1,Both sexes,Less than primary (Level 0),55 - 74 years,,,
2021Q1,Both sexes,Less than primary (Level 0),60 - 64 years,,,
2021Q1,Both sexes,Less than primary (Level 0),All ages,,,
2021Q1,Both sexes,Level of education - not stated,15 - 24 years,,,
2021Q1,Both sexes,Level of education - not stated,20 - 24 years,,,
2021Q1,Both sexes,Level of education - not stated,25 - 29 years,,,
2021Q1,Both sexes,Level of education - not stated,25 - 54 years,67.2,,
2021Q1,Both sexes,Level of education - not stated,30 - 34 years,70.6,,
2021Q1,Both sexes,Level of education - not stated,35 - 39 years,66.4,,
2021Q1,Both sexes,Level of education - not stated,40 - 44 years,68.1,,
2021Q1,Both sexes,Level of education - not stated,45 - 49 years,68.7,,
2021Q1,Both sexes,Level of education - not stated,50 - 54 years,68.6,,
2021Q1,Both sexes,Level of education - not stated,55 - 59 years,63.4,,
2021Q1,Both sexes,Level of education - not stated,55 - 74 years,,,
2021Q1,Both sexes,Level of education - not stated,60 - 64 years,50.0,,
2021Q1,Both sexes,Level of education - not stated,All ages,64.5,8.6,
2021Q1,Both sexes,Levels of Education (Levels  0-8),15 - 24 years,,15.7,3.0
2021Q1,Both sexes,Levels of Education (Levels  0-8),20 - 24 years,54.5,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),25 - 29 years,74.3,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),25 - 54 years,76.3,6.3,1.5
2021Q1,Both sexes,Levels of Education (Levels  0-8),30 - 34 years,77.5,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),35 - 39 years,75.8,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),40 - 44 years,78.7,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),45 - 49 years,77.4,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),50 - 54 years,73.6,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),55 - 59 years,68.5,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),55 - 74 years,,5.6,1.8
2021Q1,Both sexes,Levels of Education (Levels  0-8),60 - 64 years,51.8,,
2021Q1,Both sexes,Levels of Education (Levels  0-8),All ages,71.1,7.1,1.7
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),15 - 24 years,,23.6,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),25 - 54 years,50.7,12.5,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),35 - 39 years,50.4,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),40 - 44 years,51.1,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),45 - 49 years,50.0,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),50 - 54 years,54.5,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 59 years,54.0,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),55 - 74 years,,6.2,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),60 - 64 years,39.6,,
2021Q1,Both sexes,Primary and lower secondary education (Levels 1-2),All ages,48.7,11.6,3.7
2021Q1,Both sexes,Tertiary education (Levels 5-8),15 - 24 years,,11.1,
2021Q1,Both sexes,Tertiary education (Levels 5-8),20 - 24 years,70.6,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),25 - 29 years,86.7,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),25 - 54 years,85.8,3.9,0.7
2021Q1,Both sexes,Tertiary education (Levels 5-8),30 - 34 years,84.9,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),35 - 39 years,86.6,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),40 - 44 years,86.8,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),45 - 49 years,86.0,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),50 - 54 years,82.8,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),55 - 59 years,78.4,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),55 - 74 years,,4.8,
2021Q1,Both sexes,Tertiary education (Levels 5-8),60 - 64 years,60.8,,
2021Q1,Both sexes,Tertiary education (Levels 5-8),All ages,82.8,4.4,0.9
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,15.7,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,48.8,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,59.1,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,69.3,9.2,2.7
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,68.8,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,66.3,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,73.5,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,74.6,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,71.5,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,68.2,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,6.0,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,53.9,,
2021Q1,Both sexes,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,64.0,9.8,2.5
2021Q1,Female,Less than primary (Level 0),15 - 24 years,,,
2021Q1,Female,Less than primary (Level 0),20 - 24 years,,,
2021Q1,Female,Less than primary (Level 0),25 - 29 years,,,
2021Q1,Female,Less than primary (Level 0),25 - 54 years,,,
2021Q1,Female,Less than primary (Level 0),30 - 34 years,,,
2021Q1,Female,Less than primary (Level 0),35 - 39 years,,,
2021Q1,Female,Less than primary (Level 0),40 - 44 years,,,
2021Q1,Female,Less than primary (Level 0),45 - 49 years,,,
2021Q1,Female,Less than primary (Level 0),50 - 54 years,,,
2021Q1,Female,Less than primary (Level 0),55 - 59 years,,,
2021Q1,Female,Less than primary (Level 0),55 - 74 years,,,
2021Q1,Female,Less than primary (Level 0),60 - 64 years,,,
2021Q1,Female,Less than primary (Level 0),All ages,,,
2021Q1,Female,Level of education - not stated,15 - 24 years,,,
2021Q1,Female,Level of education - not stated,20 - 24 years,,,
2021Q1,Female,Level of education - not stated,25 - 29 years,,,
2021Q1,Female,Level of education - not stated,25 - 54 years,63.2,,
2021Q1,Female,Level of education - not stated,30 - 34 years,,,
2021Q1,Female,Level of education - not stated,35 - 39 years,,,
2021Q1,Female,Level of education - not stated,40 - 44 years,66.7,,
2021Q1,Female,Level of education - not stated,45 - 49 years,65.9,,
2021Q1,Female,Level of education - not stated,50 - 54 years,67.9,,
2021Q1,Female,Level of education - not stated,55 - 59 years,61.6,,
2021Q1,Female,Level of education - not stated,55 - 74 years,,,
2021Q1,Female,Level of education - not stated,60 - 64 years,,,
2021Q1,Female,Level of education - not stated,All ages,61.9,,
2021Q1,Female,Levels of Education (Levels  0-8),15 - 24 years,,17.4,
2021Q1,Female,Levels of Education (Levels  0-8),20 - 24 years,54.3,,
2021Q1,Female,Levels of Education (Levels  0-8),25 - 29 years,73.5,,
2021Q1,Female,Levels of Education (Levels  0-8),25 - 54 years,71.1,5.6,0.9
2021Q1,Female,Levels of Education (Levels  0-8),30 - 34 years,73.1,,
2021Q1,Female,Levels of Education (Levels  0-8),35 - 39 years,68.9,,
2021Q1,Female,Levels of Education (Levels  0-8),40 - 44 years,72.2,,
2021Q1,Female,Levels of Education (Levels  0-8),45 - 49 years,70.6,,
2021Q1,Female,Levels of Education (Levels  0-8),50 - 54 years,68.6,,
2021Q1,Female,Levels of Education (Levels  0-8),55 - 59 years,62.9,,
2021Q1,Female,Levels of Education (Levels  0-8),55 - 74 years,,5.9,
2021Q1,Female,Levels of Education (Levels  0-8),60 - 64 years,43.6,,
2021Q1,Female,Levels of Education (Levels  0-8),All ages,66.1,7.0,1.2
2021Q1,Female,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),25 - 54 years,30.3,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),35 - 39 years,,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),40 - 44 years,,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),45 - 49 years,36.5,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),50 - 54 years,29.2,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),55 - 59 years,41.0,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),60 - 64 years,29.2,,
2021Q1,Female,Primary and lower secondary education (Levels 1-2),All ages,32.7,15.4,
2021Q1,Female,Tertiary education (Levels 5-8),15 - 24 years,,,
2021Q1,Female,Tertiary education (Levels 5-8),20 - 24 years,74.7,,
2021Q1,Female,Tertiary education (Levels 5-8),25 - 29 years,85.1,,
2021Q1,Female,Tertiary education (Levels 5-8),25 - 54 years,82.0,3.4,
2021Q1,Female,Tertiary education (Levels 5-8),30 - 34 years,80.4,,
2021Q1,Female,Tertiary education (Levels 5-8),35 - 39 years,82.3,,
2021Q1,Female,Tertiary education (Levels 5-8),40 - 44 years,81.5,,
2021Q1,Female,Tertiary education (Levels 5-8),45 - 49 years,82.5,,
2021Q1,Female,Tertiary education (Levels 5-8),50 - 54 years,79.7,,
2021Q1,Female,Tertiary education (Levels 5-8),55 - 59 years,72.6,,
2021Q1,Female,Tertiary education (Levels 5-8),55 - 74 years,,,
2021Q1,Female,Tertiary education (Levels 5-8),60 - 64 years,52.5,,
2021Q1,Female,Tertiary education (Levels 5-8),All ages,79.1,4.0,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,18.6,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,43.8,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,56.1,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 54 years,60.0,9.5,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),30 - 34 years,62.0,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),35 - 39 years,53.8,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),40 - 44 years,59.9,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),45 - 49 years,61.3,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),50 - 54 years,65.9,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 59 years,63.6,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),55 - 74 years,,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),60 - 64 years,45.0,,
2021Q1,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),All ages,56.1,10.4,
2021Q1,Male,Less than primary (Level 0),15 - 24 years,,,
2021Q1,Male,Less than primary (Level 0),20 - 24 years,,,
2021Q1,Male,Less than primary (Level 0),25 - 29 years,,,
2021Q1,Male,Less than primary (Level 0),25 - 54 years,,,
2021Q1,Male,Less than primary (Level 0),30 - 34 years,,,
2021Q1,Male,Less than primary (Level 0),35 - 39 years,,,
2021Q1,Male,Less than primary (Level 0),40 - 44 years,,,
2021Q1,Male,Less than primary (Level 0),45 - 49 years,,,
2021Q1,Male,Less than primary (Level 0),50 - 54 years,,,
2021Q1,Male,Less than primary (Level 0),55 - 59 years,,,
2021Q1,Male,Less than primary (Level 0),55 - 74 years,,,
2021Q1,Male,Less than primary (Level 0),60 - 64 years,,,
2021Q1,Male,Less than primary (Level 0),All ages,,,
2021Q1,Male,Level of education - not stated,15 - 24 years,,,
2021Q1,Male,Level of education - not stated,20 - 24 years,,,
2021Q1,Male,Level of education - not stated,25 - 29 years,,,
2021Q1,Male,Level of education - not stated,25 - 54 years,71.8,,
2021Q1,Male,Level of education - not stated,30 - 34 years,,,
2021Q1,Male,Level of education - not stated,35 - 39 years,,,
2021Q1,Male,Level of education - not stated,40 - 44 years,69.5,,
2021Q1,Male,Level of education - not stated,45 - 49 years,72.1,,
2021Q1,Male,Level of education - not stated,50 - 54 years,69.2,,
2021Q1,Male,Level of education - not stated,55 - 59 years,,,
2021Q1,Male,Level of education - not stated,55 - 74 years,,,
2021Q1,Male,Level of education - not stated,60 - 64 years,,,
2021Q1,Male,Level of education - not stated,All ages,67.6,,
2021Q1,Male,Levels of Education (Levels  0-8),15 - 24 years,,14.1,
2021Q1,Male,Levels of Education (Levels  0-8),20 - 24 years,54.8,,
2021Q1,Male,Levels of Education (Levels  0-8),25 - 29 years,75.2,,
2021Q1,Male,Levels of Education (Levels  0-8),25 - 54 years,81.8,6.8,2.0
2021Q1,Male,Levels of Education (Levels  0-8),30 - 34 years,82.1,,
2021Q1,Male,Levels of Education (Levels  0-8),35 - 39 years,83.2,,
2021Q1,Male,Levels of Education (Levels  0-8),40 - 44 years,85.5,,
2021Q1,Male,Levels of Education (Levels  0-8),45 - 49 years,84.2,,
2021Q1,Male,Levels of Education (Levels  0-8),50 - 54 years,78.6,,
2021Q1,Male,Levels of Education (Levels  0-8),55 - 59 years,74.3,,
2021Q1,Male,Levels of Education (Levels  0-8),55 - 74 years,,5.4,
2021Q1,Male,Levels of Education (Levels  0-8),60 - 64 years,60.2,,
2021Q1,Male,Levels of Education (Levels  0-8),All ages,76.2,7.3,2.1
2021Q1,Male,Primary and lower secondary education (Levels 1-2),15 - 24 years,,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),20 - 24 years,,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),25 - 29 years,,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),25 - 54 years,62.3,11.6,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),30 - 34 years,,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),35 - 39 years,64.9,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),40 - 44 years,57.1,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),45 - 49 years,59.7,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),50 - 54 years,68.5,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),55 - 59 years,62.3,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),55 - 74 years,,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),60 - 64 years,48.1,,
2021Q1,Male,Primary and lower secondary education (Levels 1-2),All ages,58.9,10.1,
2021Q1,Male,Tertiary education (Levels 5-8),15 - 24 years,,,
2021Q1,Male,Tertiary education (Levels 5-8),20 - 24 years,64.8,,
2021Q1,Male,Tertiary education (Levels 5-8),25 - 29 years,88.5,,
2021Q1,Male,Tertiary education (Levels 5-8),25 - 54 years,90.4,4.4,
2021Q1,Male,Tertiary education (Levels 5-8),30 - 34 years,90.4,,
2021Q1,Male,Tertiary education (Levels 5-8),35 - 39 years,92.4,,
2021Q1,Male,Tertiary education (Levels 5-8),40 - 44 years,93.5,,
2021Q1,Male,Tertiary education (Levels 5-8),45 - 49 years,89.7,,
2021Q1,Male,Tertiary education (Levels 5-8),50 - 54 years,86.5,,
2021Q1,Male,Tertiary education (Levels 5-8),55 - 59 years,85.0,,
2021Q1,Male,Tertiary education (Levels 5-8),55 - 74 years,,,
2021Q1,Male,Tertiary education (Levels 5-8),60 - 64 years,70.4,,
2021Q1,Male,Tertiary education (Levels 5-8),All ages,87.4,4.8,1.0
2021Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),15 - 24 years,,13.6,
2021Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),20 - 24 years,52.9,,
2021Q1,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),25 - 29 years,61.2,,
